#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         591     1.20794     1.20242 9.45632e-05
         592     1.20798     1.20243 9.48683e-05
         593     1.20801     1.20244 9.51741e-05
         594     1.20804     1.20245 9.54806e-05
         595     1.20808     1.20246 9.57879e-05
         596     1.20811     1.20247 9.60958e-05
         597     1.20815     1.20248 9.64044e-05
         598     1.20818     1.20249 9.67137e-05
         599     1.20821      1.2025 9.70238e-05
         600     1.20825     1.20251 9.73345e-05
         601     1.20828     1.20252  9.7646e-05
         602     1.20832     1.20253 9.79581e-05
         603     1.20835     1.20253  9.8271e-05
         604     1.20839     1.20254 9.85846e-05
         605     1.20842     1.20255 9.88989e-05
         606     1.20846     1.20256  9.9214e-05
         607     1.20849     1.20257 9.95297e-05
         608     1.20853     1.20258 9.98462e-05
         609     1.20856     1.20259 0.000100163
         610      1.2086      1.2026 0.000100481
         611     1.20863     1.20261   0.0001008
         612     1.20867     1.20262 0.000101119
         613      1.2087     1.20263  0.00010144
         614     1.20874     1.20264  0.00010176
         615     1.20877     1.20265 0.000102082
         616     1.20881     1.20266 0.000102404
         617     1.20884     1.20267 0.000102727
         618     1.20888     1.20268 0.000103051
         619     1.20892     1.20269 0.000103376
         620     1.20895      1.2027 0.000103701
         621     1.20899     1.20271 0.000104027
         622     1.20903     1.20272 0.000104354
         623     1.20906     1.20273 0.000104682
         624      1.2091     1.20274  0.00010501
         625     1.20914     1.20275 0.000105339
         626     1.20917     1.20276 0.000105669
         627     1.20921     1.20277 0.000105999
         628     1.20925     1.20278 0.000106331
         629     1.20929     1.20279 0.000106663
         630     1.20932     1.20281 0.000106996
         631     1.20936     1.20282 0.000107329
         632      1.2094     1.20283 0.000107664
         633     1.20944     1.20284 0.000107999
         634     1.20947     1.20285 0.000108335
         635     1.20951     1.20286 0.000108672
         636     1.20955     1.20287 0.000109009
         637     1.20959     1.20288 0.000109347
         638     1.20963     1.20289 0.000109687
         639     1.20967      1.2029 0.000110026
         640      1.2097     1.20291 0.000110367
         641     1.20974     1.20292 0.000110709
         642     1.20978     1.20293 0.000111051
         643     1.20982     1.20294 0.000111394
         644     1.20986     1.20295 0.000111738
         645      1.2099     1.20296 0.000112082
         646     1.20994     1.20297 0.000112428
         647     1.20998     1.20299 0.000112774
         648     1.21002       1.203 0.000113121
         649     1.21006     1.20301 0.000113469
         650      1.2101     1.20302 0.000113817
         651     1.21014     1.20303 0.000114167
         652     1.21018     1.20304 0.000114517
