#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         388    -6.68805    -6.63746   0.0228527
         389    -6.68713    -6.63759   0.0227943
         390    -6.68649    -6.63771   0.0227362
         391    -6.68613    -6.63784   0.0226784
         392    -6.68477    -6.63796   0.0226209
         393    -6.68401    -6.63808   0.0225636
         394    -6.68322    -6.63819   0.0225066
         395    -6.68174     -6.6383   0.0224499
         396    -6.68056    -6.63841   0.0223935
         397    -6.67998    -6.63851   0.0223373
         398    -6.67937    -6.63861   0.0222814
         399    -6.67808    -6.63871   0.0222258
         400    -6.67708    -6.63881   0.0221705
         401    -6.67638     -6.6389   0.0221154
         402    -6.67531    -6.63899   0.0220605
         403    -6.67454    -6.63908    0.022006
         404    -6.67342    -6.63917   0.0219517
         405    -6.67226    -6.63925   0.0218976
         406     -6.6714    -6.63933   0.0218438
         407    -6.67018     -6.6394   0.0217903
         408    -6.66861    -6.63947    0.021737
         409    -6.66799    -6.63954    0.021684
         410    -6.66733    -6.63961   0.0216312
         411    -6.66601    -6.63968   0.0215787
         412    -6.66563    -6.63974   0.0215264
         413    -6.66426     -6.6398   0.0214743
         414    -6.66253    -6.63985   0.0214225
         415    -6.66175    -6.63991    0.021371
         416    -6.65966    -6.63995   0.0213197
         417    -6.65689    -6.63999   0.0212686
         418    -6.65507    -6.64003   0.0212177
         419    -6.65388    -6.64006   0.0211671
         420    -6.65331     -6.6401   0.0211167
         421    -6.65142    -6.64012   0.0210666
         422    -6.65049    -6.64015   0.0210167
         423    -6.64921    -6.64017    0.020967
         424    -6.64791    -6.64019   0.0209176
         425    -6.64627     -6.6402   0.0208684
         426    -6.64461    -6.64021   0.0208194
         427    -6.64228    -6.64022   0.0207706
         428    -6.64091    -6.64022   0.0207221
         429     -6.6392    -6.64022   0.0206738
         430    -6.63683    -6.64021   0.0206257
         431    -6.63542     -6.6402   0.0205779
         432    -6.63367    -6.64018   0.0205302
         433    -6.63255    -6.64016   0.0204828
         434    -6.63077    -6.64014   0.0204356
         435    -6.62898    -6.64012   0.0203887
         436    -6.62751    -6.64009   0.0203419
         437     -6.6257    -6.64005   0.0202954
         438    -6.62421    -6.64002   0.0202491
         439    -6.62271    -6.63998    0.020203
         440    -6.62056    -6.63993   0.0201571
         441    -6.61905    -6.63989   0.0201115
         442    -6.61722    -6.63984   0.0200661
         443     -6.6157    -6.63978   0.0200208
