#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         399    -479.568     -1145.8     40.2182
         400     -479.45    -1144.14     40.1522
         401    -479.534    -1142.48     40.0862
         402     -479.72    -1140.83     40.0204
         403    -479.717    -1139.19     39.9547
         404    -479.622    -1137.56     39.8892
         405    -479.629    -1135.93     39.8237
         406    -479.835    -1134.32     39.7584
         407     -479.85    -1132.71     39.6932
         408    -480.063    -1131.11     39.6282
         409    -480.279    -1129.52     39.5632
         410    -480.302    -1127.94     39.4984
         411    -480.521    -1126.36     39.4337
         412    -480.644    -1124.79     39.3691
         413    -480.962    -1123.23     39.3046
         414    -481.181    -1121.68     39.2403
         415    -481.301    -1120.14     39.1761
         416    -481.516    -1118.61      39.112
         417    -481.533    -1117.08      39.048
         418     -481.74    -1115.56     38.9841
         419    -481.649    -1114.05     38.9204
         420    -481.845    -1112.54     38.8569
         421    -481.741    -1111.04     38.7935
         422    -481.824    -1109.55     38.7302
         423    -481.899    -1108.07      38.667
         424    -481.768    -1106.59      38.604
         425    -481.821    -1105.12     38.5412
         426    -481.766    -1103.66     38.4785
         427    -481.893     -1102.2     38.4159
         428    -481.617    -1100.75     38.3535
         429    -481.619    -1099.31     38.2912
         430    -481.802    -1097.87     38.2291
         431    -481.775    -1096.44     38.1671
         432    -481.926    -1095.02     38.1053
         433    -481.963     -1093.6     38.0436
         434    -482.081    -1092.19      37.982
         435    -481.985    -1090.79     37.9206
         436    -481.676    -1089.39     37.8593
         437    -481.641       -1088     37.7982
         438    -481.489    -1086.62     37.7373
         439    -481.221    -1085.24     37.6765
         440    -481.127    -1083.87     37.6159
         441    -480.818     -1082.5     37.5554
         442    -480.489    -1081.14     37.4952
         443    -480.238    -1079.78     37.4351
         444    -479.966    -1078.43     37.3751
         445    -479.674    -1077.08     37.3153
         446    -479.264    -1075.74     37.2557
         447    -478.834    -1074.41     37.1963
         448    -478.384    -1073.08     37.1371
         449    -477.916    -1071.75      37.078
         450    -477.525    -1070.43     37.0191
         451    -477.213    -1069.12     36.9604
         452    -476.884    -1067.81     36.9018
         453    -476.439     -1066.5     36.8435
         454    -475.976     -1065.2     36.7853
         455    -475.497     -1063.9     36.7272
         456    -475.099    -1062.61     36.6694
         457    -474.686    -1061.33     36.6117
         458    -474.161    -1060.04     36.5542
         459     -473.72    -1058.77     36.4969
         460    -473.266    -1057.49     36.4397
         461    -472.799    -1056.23     36.3828
         462    -472.127    -1054.96      36.326
         463    -471.543     -1053.7     36.2694
         464    -470.949    -1052.45     36.2129
         465    -470.543    -1051.19     36.1567
         466    -470.129    -1049.95     36.1006
