#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         550    0.575036    0.683534  0.00871438
         551    0.575831    0.683339  0.00870076
         552    0.576633    0.683145  0.00868715
         553    0.577441    0.682954  0.00867354
         554    0.578255    0.682765  0.00865994
         555    0.579074    0.682578  0.00864635
         556    0.579896    0.682394  0.00863277
         557    0.580722    0.682211  0.00861921
         558    0.581551    0.682031  0.00860565
         559    0.582381    0.681853   0.0085921
         560    0.583211    0.681676  0.00857856
         561    0.584042    0.681502  0.00856503
         562    0.584873     0.68133  0.00855152
         563    0.585702    0.681161  0.00853802
         564    0.586529    0.680993  0.00852453
         565    0.587353    0.680827  0.00851105
         566    0.588174    0.680663  0.00849759
         567    0.588992    0.680502  0.00848414
         568    0.589804    0.680342   0.0084707
         569    0.590612    0.680184  0.00845728
         570    0.591413    0.680029  0.00844388
         571    0.592209    0.679875  0.00843049
         572    0.592997    0.679723  0.00841712
         573    0.593778    0.679573  0.00840377
         574     0.59455    0.679425  0.00839043
         575    0.595314    0.679279  0.00837712
         576    0.596069    0.679134  0.00836382
         577    0.596815    0.678991  0.00835054
         578    0.597551     0.67885  0.00833728
         579    0.598276    0.678711  0.00832404
         580     0.59899    0.678574  0.00831083
         581    0.599693    0.678438  0.00829763
         582    0.600385    0.678304  0.00828446
         583    0.601065    0.678172  0.00827131
         584    0.601732    0.678041  0.00825818
         585    0.602387    0.677911  0.00824508
         586    0.603028    0.677784    0.008232
         587    0.603657    0.677657  0.00821894
         588    0.604272    0.677532  0.00820591
         589    0.604874    0.677409  0.00819291
         590    0.605462    0.677287  0.00817993
         591    0.606036    0.677167  0.00816697
         592    0.606595    0.677047  0.00815405
         593     0.60714    0.676929  0.00814115
         594     0.60767    0.676813  0.00812828
         595    0.608186    0.676698  0.00811544
         596    0.608686    0.676583  0.00810262
         597    0.609172    0.676471  0.00808984
         598    0.609642    0.676359  0.00807708
         599    0.610097    0.676248  0.00806435
         600    0.610536    0.676139  0.00805166
         601     0.61096     0.67603  0.00803899
         602    0.611368    0.675923  0.00802635
         603     0.61176    0.675816  0.00801375
         604    0.612136    0.675711  0.00800117
         605    0.612496    0.675606  0.00798863
         606     0.61284    0.675503  0.00797612
         607    0.613168      0.6754  0.00796364
         608    0.613479    0.675298  0.00795119
         609    0.613775    0.675197  0.00793878
         610    0.614053    0.675097   0.0079264
         611    0.614316    0.674998  0.00791405
         612    0.614563    0.674899  0.00790173
         613    0.614793    0.674801  0.00788945
         614    0.615006    0.674703   0.0078772
         615    0.615203    0.674607  0.00786499
         616    0.615384     0.67451  0.00785281
         617    0.615549    0.674415  0.00784066
         618    0.615697     0.67432  0.00782855
         619    0.615829    0.674225  0.00781648
         620    0.615945    0.674131  0.00780443
         621    0.616045    0.674038  0.00779243
         622    0.616129    0.673945  0.00778045
         623    0.616197    0.673852  0.00776852
         624     0.61625     0.67376  0.00775662
         625    0.616286    0.673668  0.00774475
         626    0.616307    0.673576  0.00773292
         627    0.616312    0.673485  0.00772113
         628    0.616301    0.673394  0.00770937
         629    0.616274    0.673303  0.00769765
         630    0.616232    0.673212  0.00768596
         631    0.616174    0.673122  0.00767431
         632    0.616101    0.673032   0.0076627
         633    0.616013    0.672942  0.00765112
         634     0.61591    0.672852  0.00763959
         635    0.615792    0.672762  0.00762808
         636    0.615659    0.672672  0.00761662
         637    0.615511    0.672582  0.00760519
         638    0.615348    0.672493   0.0075938
         639    0.615171    0.672403  0.00758244
         640    0.614979    0.672313  0.00757113
         641    0.614773    0.672223  0.00755985
         642    0.614552    0.672134  0.00754861
         643    0.614318    0.672044   0.0075374
         644    0.614069    0.671954  0.00752624
         645    0.613807    0.671864  0.00751511
         646    0.613531    0.671773  0.00750402
         647    0.613242    0.671683  0.00749296
         648     0.61294    0.671592  0.00748195
         649    0.612625    0.671501  0.00747097
         650    0.612298     0.67141  0.00746003
         651    0.611957    0.671319  0.00744913
         652    0.611604    0.671227  0.00743827
         653    0.611238    0.671135  0.00742745
         654     0.61086    0.671043  0.00741666
         655     0.61047    0.670951  0.00740592
         656    0.610068    0.670858  0.00739521
         657    0.609654    0.670765  0.00738454
         658    0.609228    0.670671  0.00737391
