#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
          52  -0.0318958  -0.0318573 2.46426e-06
          53   -0.031898  -0.0318581 2.53472e-06
          54  -0.0319003  -0.0318589 2.60584e-06
          55  -0.0319027  -0.0318597 2.67761e-06
          56  -0.0319051  -0.0318605 2.75003e-06
          57  -0.0319075  -0.0318613 2.82309e-06
          58    -0.03191  -0.0318621 2.89678e-06
          59  -0.0319126   -0.031863 2.97109e-06
          60  -0.0319151  -0.0318639 3.04603e-06
          61  -0.0319177  -0.0318647 3.12159e-06
          62  -0.0319204  -0.0318656 3.19776e-06
          63  -0.0319231  -0.0318666 3.27454e-06
          64  -0.0319259  -0.0318675 3.35192e-06
          65  -0.0319286  -0.0318684  3.4299e-06
          66  -0.0319315  -0.0318694 3.50848e-06
          67  -0.0319344  -0.0318703 3.58764e-06
          68  -0.0319373  -0.0318713  3.6674e-06
          69  -0.0319402  -0.0318723 3.74773e-06
          70  -0.0319432  -0.0318733 3.82864e-06
          71  -0.0319463  -0.0318744 3.91013e-06
          72  -0.0319494  -0.0318754 3.99218e-06
          73  -0.0319525  -0.0318765  4.0748e-06
          74  -0.0319557  -0.0318775 4.15799e-06
          75  -0.0319589  -0.0318786 4.24173e-06
          76  -0.0319622  -0.0318797 4.32603e-06
          77  -0.0319655  -0.0318808 4.41088e-06
          78  -0.0319688   -0.031882 4.49628e-06
          79  -0.0319722  -0.0318831 4.58222e-06
          80  -0.0319757  -0.0318843 4.66871e-06
          81  -0.0319791  -0.0318854 4.75574e-06
          82  -0.0319827  -0.0318866  4.8433e-06
          83  -0.0319862  -0.0318878 4.93139e-06
          84  -0.0319898   -0.031889 5.02002e-06
          85  -0.0319935  -0.0318903 5.10917e-06
          86  -0.0319972  -0.0318915 5.19884e-06
          87  -0.0320009  -0.0318928 5.28904e-06
          88  -0.0320047   -0.031894 5.37976e-06
          89  -0.0320085  -0.0318953 5.47099e-06
          90  -0.0320124  -0.0318966 5.56273e-06
          91  -0.0320163  -0.0318979 5.65499e-06
          92  -0.0320203  -0.0318993 5.74775e-06
          93  -0.0320243  -0.0319006 5.84102e-06
          94  -0.0320283   -0.031902 5.93479e-06
          95  -0.0320324  -0.0319033 6.02907e-06
          96  -0.0320365  -0.0319047 6.12384e-06
          97  -0.0320407  -0.0319061 6.21911e-06
          98  -0.0320449  -0.0319075 6.31487e-06
          99  -0.0320492   -0.031909 6.41113e-06
         100  -0.0320535  -0.0319104 6.50787e-06
         101  -0.0320579  -0.0319119  6.6051e-06
         102  -0.0320622  -0.0319134 6.70282e-06
         103  -0.0320667  -0.0319148 6.80102e-06
         104  -0.0320712  -0.0319164  6.8997e-06
         105  -0.0320757  -0.0319179 6.99886e-06
         106  -0.0320802  -0.0319194  7.0985e-06
         107  -0.0320849  -0.0319209 7.19862e-06
         108  -0.0320895  -0.0319225  7.2992e-06
         109  -0.0320942  -0.0319241 7.40026e-06
         110  -0.0320989  -0.0319257 7.50179e-06
         111  -0.0321037  -0.0319273 7.60379e-06
         112  -0.0321086  -0.0319289 7.70626e-06
         113  -0.0321134  -0.0319305 7.80918e-06
         114  -0.0321184  -0.0319322 7.91258e-06
         115  -0.0321233  -0.0319338 8.01643e-06
         116  -0.0321283  -0.0319355 8.12074e-06
         117  -0.0321334  -0.0319372 8.22551e-06
         118  -0.0321385  -0.0319389 8.33074e-06
         119  -0.0321436  -0.0319406 8.43642e-06
         120  -0.0321511  -0.0319424 8.54657e-06
         121  -0.0321564  -0.0319442 8.65697e-06
         122  -0.0321616  -0.0319459 8.76765e-06
         123  -0.0321693  -0.0319478  8.8825e-06
         124  -0.0321747  -0.0319496 8.99746e-06
         125  -0.0321801  -0.0319514 9.11254e-06
         126  -0.0321879  -0.0319533 9.23154e-06
         127  -0.0321935  -0.0319552 9.35051e-06
         128   -0.032199  -0.0319571 9.46948e-06
         129  -0.0322046   -0.031959 9.58847e-06
         130  -0.0322102   -0.031961  9.7075e-06
         131  -0.0322159  -0.0319629 9.82658e-06
         132  -0.0322217  -0.0319649 9.94574e-06
         133  -0.0322274  -0.0319668  1.0065e-05
         134  -0.0322356  -0.0319688 1.01878e-05
         135  -0.0322415  -0.0319709 1.03105e-05
         136  -0.0322474  -0.0319729 1.04333e-05
         137  -0.0322533  -0.0319749 1.05561e-05
         138  -0.0322617   -0.031977 1.06822e-05
         139  -0.0322678  -0.0319791 1.08082e-05
         140  -0.0322739  -0.0319812 1.09341e-05
         141  -0.0322824  -0.0319833 1.10632e-05
         142  -0.0322886  -0.0319855 1.11921e-05
         143  -0.0322948  -0.0319877 1.13209e-05
         144  -0.0323011  -0.0319898 1.14496e-05
         145  -0.0323074   -0.031992 1.15782e-05
         146  -0.0323138  -0.0319942 1.17067e-05
         147  -0.0323202  -0.0319964 1.18352e-05
         148  -0.0323266  -0.0319987 1.19636e-05
         149  -0.0323331  -0.0320009 1.20921e-05
         150  -0.0323397  -0.0320032 1.22205e-05
         151  -0.0323463  -0.0320055  1.2349e-05
         152  -0.0323529  -0.0320077 1.24775e-05
         153   -0.032362  -0.0320101 1.26089e-05
         154  -0.0323687  -0.0320124 1.27403e-05
         155  -0.0323755  -0.0320147 1.28716e-05
         156  -0.0323846  -0.0320171 1.30057e-05
         157  -0.0323939  -0.0320195 1.31424e-05
         158  -0.0324008  -0.0320219  1.3279e-05
         159  -0.0324101  -0.0320244 1.34181e-05
         160  -0.0324172  -0.0320268  1.3557e-05
         161  -0.0324242  -0.0320293 1.36956e-05
         162  -0.0324313  -0.0320318 1.38341e-05
         163  -0.0324385  -0.0320343 1.39725e-05
         164   -0.032448  -0.0320368 1.41133e-05
         165  -0.0324553  -0.0320393 1.42538e-05
         166   -0.032465  -0.0320419 1.43967e-05
         167  -0.0324747  -0.0320445 1.45419e-05
         168  -0.0324821  -0.0320471 1.46868e-05
         169  -0.0324895  -0.0320497 1.48314e-05
         170   -0.032497  -0.0320523 1.49757e-05
         171  -0.0325045   -0.032055 1.51198e-05
         172  -0.0325121  -0.0320576 1.52637e-05
         173  -0.0325197  -0.0320603 1.54074e-05
         174  -0.0325274   -0.032063 1.55509e-05
         175  -0.0325351  -0.0320657 1.56943e-05
         176  -0.0325428  -0.0320684 1.58376e-05
         177  -0.0325506  -0.0320711 1.59808e-05
         178  -0.0325609  -0.0320739 1.61261e-05
         179  -0.0325688  -0.0320766 1.62713e-05
         180  -0.0325767  -0.0320794 1.64164e-05
         181  -0.0325871  -0.0320822 1.65636e-05
         182  -0.0325999  -0.0320851  1.6715e-05
         183  -0.0326103  -0.0320879 1.68683e-05
         184  -0.0326185  -0.0320908 1.70213e-05
         185   -0.032629  -0.0320937 1.71761e-05
         186  -0.0326373  -0.0320966 1.73306e-05
         187  -0.0326456  -0.0320996 1.74848e-05
         188  -0.0326539  -0.0321025 1.76386e-05
         189  -0.0326623  -0.0321055 1.77922e-05
         190  -0.0326755  -0.0321085 1.79497e-05
         191  -0.0326863  -0.0321115 1.81089e-05
         192  -0.0326972  -0.0321146 1.82697e-05
         193  -0.0327082  -0.0321176 1.84321e-05
         194  -0.0327168  -0.0321207 1.85941e-05
         195  -0.0327279  -0.0321238 1.87576e-05
         196  -0.0327366   -0.032127 1.89206e-05
         197  -0.0327454  -0.0321301 1.90832e-05
         198  -0.0327542  -0.0321333 1.92454e-05
         199  -0.0327655  -0.0321364 1.94091e-05
         200  -0.0327744  -0.0321396 1.95724e-05
         201  -0.0327857  -0.0321428 1.97372e-05
         202  -0.0327947  -0.0321461 1.99016e-05
         203  -0.0328038  -0.0321493 2.00656e-05
         204  -0.0328153  -0.0321526 2.02311e-05
         205  -0.0328245  -0.0321559 2.03962e-05
         206  -0.0328361  -0.0321592 2.05627e-05
         207  -0.0328453  -0.0321625 2.07288e-05
         208  -0.0328546  -0.0321658 2.08946e-05
         209  -0.0328664  -0.0321691 2.10618e-05
         210  -0.0328758  -0.0321725 2.12286e-05
         211  -0.0328852  -0.0321759  2.1395e-05
         212  -0.0328971  -0.0321793 2.15629e-05
         213   -0.032909  -0.0321827 2.17321e-05
         214  -0.0329187  -0.0321862 2.19009e-05
         215  -0.0329283  -0.0321896 2.20694e-05
         216  -0.0329428  -0.0321931  2.2241e-05
         217  -0.0329549  -0.0321966 2.24138e-05
         218  -0.0329671  -0.0322001  2.2588e-05
         219  -0.0329769  -0.0322037 2.27616e-05
         220  -0.0329868  -0.0322072 2.29348e-05
         221  -0.0329968  -0.0322108 2.31076e-05
         222  -0.0330068  -0.0322144 2.32801e-05
         223  -0.0330169   -0.032218 2.34521e-05
         224   -0.033027  -0.0322216 2.36239e-05
         225  -0.0330419  -0.0322253 2.37985e-05
         226  -0.0330568  -0.0322289 2.39759e-05
         227  -0.0330671  -0.0322326 2.41529e-05
         228  -0.0330797  -0.0322363 2.43311e-05
         229  -0.0330925  -0.0322401 2.45104e-05
         230  -0.0331029  -0.0322438 2.46892e-05
         231  -0.0331157  -0.0322476 2.48692e-05
         232  -0.0331286  -0.0322514 2.50502e-05
         233  -0.0331416  -0.0322552 2.52323e-05
         234  -0.0331569  -0.0322591  2.5417e-05
         235  -0.0331771   -0.032263 2.56073e-05
         236  -0.0331902  -0.0322669 2.57984e-05
         237   -0.033201  -0.0322709 2.59889e-05
         238  -0.0332142  -0.0322748 2.61802e-05
         239  -0.0332275  -0.0322788 2.63723e-05
         240  -0.0332408  -0.0322828 2.65653e-05
         241  -0.0332541  -0.0322868  2.6759e-05
         242  -0.0332699  -0.0322909 2.69551e-05
         243  -0.0332834   -0.032295 2.71518e-05
         244  -0.0332969  -0.0322991 2.73493e-05
         245  -0.0333105  -0.0323032 2.75475e-05
         246  -0.0333218  -0.0323074 2.77449e-05
         247  -0.0333331  -0.0323115 2.79416e-05
         248  -0.0333492  -0.0323157 2.81405e-05
         249  -0.0333606  -0.0323199 2.83386e-05
         250  -0.0333792  -0.0323241 2.85403e-05
         251  -0.0333907  -0.0323284 2.87412e-05
         252  -0.0334047  -0.0323327 2.89427e-05
         253  -0.0334163  -0.0323369 2.91435e-05
         254   -0.033428  -0.0323412 2.93437e-05
         255  -0.0334397  -0.0323455 2.95431e-05
         256  -0.0334539  -0.0323499 2.97432e-05
         257  -0.0334728  -0.0323542 2.99467e-05
         258  -0.0334847  -0.0323586 3.01495e-05
         259  -0.0334967   -0.032363 3.03516e-05
         260   -0.033511  -0.0323674 3.05543e-05
         261  -0.0335231  -0.0323719 3.07564e-05
         262  -0.0335352  -0.0323763 3.09579e-05
         263  -0.0335521  -0.0323808 3.11613e-05
         264  -0.0335643  -0.0323853 3.13641e-05
         265  -0.0335813  -0.0323898 3.15688e-05
         266  -0.0335984  -0.0323943 3.17754e-05
         267  -0.0336131  -0.0323989 3.19826e-05
         268  -0.0336279  -0.0324035 3.21903e-05
         269  -0.0336428  -0.0324081 3.23987e-05
         270  -0.0336577  -0.0324127 3.26075e-05
         271  -0.0336702  -0.0324173 3.28158e-05
         272  -0.0336829   -0.032422 3.30233e-05
         273   -0.033698  -0.0324267 3.32314e-05
         274  -0.0337107  -0.0324314 3.34389e-05
         275  -0.0337259  -0.0324361 3.36471e-05
         276  -0.0337387  -0.0324408 3.38546e-05
         277   -0.033754  -0.0324455 3.40627e-05
         278  -0.0337741  -0.0324503 3.42738e-05
         279  -0.0337871  -0.0324551 3.44842e-05
         280  -0.0338002  -0.0324599  3.4694e-05
         281  -0.0338228  -0.0324647 3.49079e-05
         282  -0.0338384  -0.0324696 3.51223e-05
         283   -0.033854  -0.0324745 3.53372e-05
         284  -0.0338673  -0.0324794 3.55515e-05
         285  -0.0338854  -0.0324843 3.57674e-05
         286  -0.0338988  -0.0324893 3.59826e-05
         287  -0.0339122  -0.0324942 3.61972e-05
         288  -0.0339281  -0.0324992 3.64123e-05
         289  -0.0339417  -0.0325042 3.66268e-05
         290  -0.0339553  -0.0325092 3.68407e-05
         291   -0.033969  -0.0325142 3.70541e-05
         292  -0.0339827  -0.0325193 3.72669e-05
         293  -0.0339989  -0.0325243 3.74803e-05
         294  -0.0340151  -0.0325294 3.76942e-05
         295  -0.0340314  -0.0325345 3.79088e-05
         296  -0.0340453  -0.0325396 3.81228e-05
         297  -0.0340593  -0.0325447 3.83363e-05
         298  -0.0340781  -0.0325498 3.85514e-05
         299  -0.0340923   -0.032555 3.87661e-05
         300  -0.0341064  -0.0325602 3.89803e-05
         301  -0.0341207  -0.0325654  3.9194e-05
         302  -0.0341373  -0.0325706 3.94084e-05
         303  -0.0341516  -0.0325758 3.96222e-05
         304  -0.0341708   -0.032581 3.98378e-05
         305  -0.0341876  -0.0325863 4.00539e-05
         306  -0.0342021  -0.0325916 4.02696e-05
         307   -0.034219  -0.0325969 4.04858e-05
         308   -0.034236  -0.0326022 4.07026e-05
         309  -0.0342531  -0.0326075 4.09201e-05
         310  -0.0342726  -0.0326129  4.1139e-05
         311  -0.0342945  -0.0326183 4.13605e-05
         312  -0.0343117  -0.0326238 4.15826e-05
         313   -0.034329  -0.0326292 4.18051e-05
         314  -0.0343487  -0.0326347 4.20291e-05
         315  -0.0343685  -0.0326402 4.22545e-05
         316  -0.0343859  -0.0326457 4.24804e-05
         317  -0.0344011  -0.0326512 4.27058e-05
         318  -0.0344187  -0.0326568 4.29317e-05
         319  -0.0344363  -0.0326624  4.3158e-05
         320   -0.034454   -0.032668 4.33847e-05
         321  -0.0344694  -0.0326736  4.3611e-05
         322  -0.0344872  -0.0326792 4.38378e-05
         323  -0.0345027  -0.0326849 4.40641e-05
         324  -0.0345206  -0.0326905 4.42908e-05
         325  -0.0345362  -0.0326962 4.45171e-05
         326  -0.0345542  -0.0327019  4.4744e-05
         327    -0.03457  -0.0327076 4.49703e-05
         328  -0.0345905  -0.0327134 4.51981e-05
         329  -0.0346063  -0.0327191 4.54255e-05
         330  -0.0346222  -0.0327249 4.56525e-05
         331  -0.0346429  -0.0327307 4.58808e-05
         332  -0.0346613  -0.0327365 4.61097e-05
         333  -0.0346774  -0.0327423 4.63381e-05
         334  -0.0346935  -0.0327482 4.65662e-05
         335  -0.0347145   -0.032754 4.67957e-05
         336  -0.0347307  -0.0327599 4.70247e-05
         337   -0.034747  -0.0327658 4.72534e-05
         338  -0.0347634  -0.0327717 4.74818e-05
         339   -0.034787  -0.0327777 4.77124e-05
         340  -0.0348034  -0.0327836 4.79426e-05
         341    -0.03482  -0.0327896 4.81725e-05
         342   -0.034839  -0.0327956 4.84029e-05
         343  -0.0348556  -0.0328016  4.8633e-05
         344  -0.0348747  -0.0328076 4.88636e-05
         345  -0.0348939  -0.0328137 4.90948e-05
         346  -0.0349155  -0.0328197 4.93272e-05
         347  -0.0349324  -0.0328258 4.95594e-05
         348  -0.0349517  -0.0328319 4.97921e-05
         349  -0.0349688  -0.0328381 5.00244e-05
         350  -0.0349906  -0.0328442 5.02581e-05
         351  -0.0350101  -0.0328504 5.04923e-05
         352  -0.0350297  -0.0328566  5.0727e-05
         353  -0.0350494  -0.0328628 5.09623e-05
         354  -0.0350667   -0.032869 5.11972e-05
         355  -0.0350841  -0.0328753 5.14318e-05
         356  -0.0351015  -0.0328815 5.16661e-05
         357  -0.0351238  -0.0328878 5.19017e-05
         358  -0.0351437  -0.0328941 5.21379e-05
         359  -0.0351614  -0.0329004 5.23738e-05
         360  -0.0351791  -0.0329067 5.26094e-05
         361  -0.0351945  -0.0329131  5.2844e-05
         362  -0.0352147  -0.0329194 5.30791e-05
         363   -0.035235  -0.0329258 5.33148e-05
         364  -0.0352553  -0.0329322 5.35511e-05
         365  -0.0352781  -0.0329386 5.37887e-05
         366  -0.0352985  -0.0329451 5.40268e-05
         367  -0.0353167  -0.0329515 5.42646e-05
         368  -0.0353349   -0.032958 5.45023e-05
         369  -0.0353555  -0.0329645 5.47405e-05
         370  -0.0353739   -0.032971 5.49785e-05
         371  -0.0353899  -0.0329776 5.52156e-05
         372  -0.0354084  -0.0329841 5.54524e-05
         373  -0.0354269  -0.0329906 5.56892e-05
         374  -0.0354478  -0.0329972 5.59265e-05
         375  -0.0354665  -0.0330038 5.61636e-05
         376  -0.0354852  -0.0330104 5.64007e-05
         377   -0.035504   -0.033017 5.66376e-05
         378  -0.0355276  -0.0330236 5.68758e-05
         379  -0.0355512  -0.0330303 5.71154e-05
         380  -0.0355702   -0.033037 5.73549e-05
         381  -0.0355916  -0.0330437 5.75949e-05
         382  -0.0356107  -0.0330504 5.78348e-05
         383  -0.0356369  -0.0330572 5.80768e-05
         384  -0.0356562  -0.0330639 5.83186e-05
         385  -0.0356802  -0.0330707 5.85617e-05
         386  -0.0357019  -0.0330776 5.88053e-05
         387  -0.0357213  -0.0330844 5.90489e-05
         388  -0.0357408  -0.0330912 5.92923e-05
         389  -0.0357651  -0.0330981 5.95369e-05
         390  -0.0357871   -0.033105 5.97822e-05
         391  -0.0358068  -0.0331119 6.00273e-05
         392  -0.0358266  -0.0331188 6.02723e-05
         393  -0.0358464  -0.0331258 6.05172e-05
         394  -0.0358663  -0.0331327  6.0762e-05
         395   -0.035891  -0.0331397 6.10081e-05
         396   -0.035911  -0.0331467 6.12541e-05
         397  -0.0359311  -0.0331537 6.15001e-05
         398   -0.035956  -0.0331608 6.17472e-05
         399  -0.0359785  -0.0331678  6.1995e-05
         400  -0.0359988  -0.0331749 6.22427e-05
         401  -0.0360192   -0.033182 6.24903e-05
         402  -0.0360396  -0.0331891 6.27379e-05
         403    -0.03606  -0.0331962 6.29853e-05
         404   -0.036083  -0.0332034 6.32334e-05
         405  -0.0361083  -0.0332106 6.34828e-05
         406   -0.036129  -0.0332177 6.37321e-05
         407  -0.0361497  -0.0332249 6.39814e-05
         408  -0.0361729  -0.0332322 6.42313e-05
         409  -0.0361938  -0.0332394 6.44811e-05
         410  -0.0362171  -0.0332467 6.47315e-05
         411  -0.0362405   -0.033254 6.49826e-05
         412  -0.0362616  -0.0332613 6.52336e-05
         413  -0.0362875  -0.0332686 6.54859e-05
         414  -0.0363087  -0.0332759 6.57382e-05
         415  -0.0363324  -0.0332833  6.5991e-05
         416  -0.0363537  -0.0332907 6.62439e-05
         417  -0.0363751  -0.0332981 6.64967e-05
         418   -0.036399  -0.0333055 6.67501e-05
         419  -0.0364206  -0.0333129 6.70036e-05
         420  -0.0364446  -0.0333204 6.72576e-05
         421  -0.0364686  -0.0333279 6.75123e-05
         422  -0.0364951  -0.0333354 6.77682e-05
         423   -0.036517  -0.0333429 6.80242e-05
         424  -0.0365413  -0.0333504 6.82807e-05
         425  -0.0365656   -0.033358 6.85378e-05
         426  -0.0365924  -0.0333656 6.87962e-05
         427  -0.0366145  -0.0333732 6.90546e-05
         428  -0.0366415  -0.0333808 6.93142e-05
         429  -0.0366661  -0.0333885 6.95743e-05
         430  -0.0366908  -0.0333962 6.98351e-05
         431  -0.0367132  -0.0334039 7.00959e-05
         432  -0.0367357  -0.0334116 7.03566e-05
         433   -0.036763  -0.0334193 7.06186e-05
         434  -0.0367856  -0.0334271 7.08806e-05
         435  -0.0368083  -0.0334348 7.11426e-05
         436  -0.0368358  -0.0334426 7.14058e-05
         437  -0.0368611  -0.0334505 7.16696e-05
         438  -0.0368887  -0.0334583 7.19345e-05
         439  -0.0369117  -0.0334662 7.21995e-05
         440  -0.0369395  -0.0334741 7.24657e-05
         441   -0.036965   -0.033482 7.27324e-05
         442  -0.0369906  -0.0334899 7.29998e-05
         443  -0.0370138  -0.0334979 7.32671e-05
         444  -0.0370396  -0.0335059  7.3535e-05
         445  -0.0370654  -0.0335139 7.38035e-05
         446  -0.0370912  -0.0335219 7.40726e-05
         447  -0.0371148  -0.0335299 7.43417e-05
         448  -0.0371361   -0.033538 7.46103e-05
         449  -0.0371598   -0.033546 7.48789e-05
         450  -0.0371836  -0.0335541 7.51476e-05
         451  -0.0372075  -0.0335622 7.54163e-05
         452  -0.0372314  -0.0335703 7.56851e-05
         453  -0.0372578  -0.0335785 7.59545e-05
         454  -0.0372819  -0.0335866 7.62239e-05
         455  -0.0373108  -0.0335948 7.64946e-05
         456   -0.037335   -0.033603 7.67653e-05
         457  -0.0373617  -0.0336113 7.70367e-05
         458  -0.0373861  -0.0336195 7.73082e-05
         459   -0.037413  -0.0336278 7.75802e-05
         460  -0.0374375   -0.033636 7.78524e-05
         461  -0.0374645  -0.0336443 7.81252e-05
         462  -0.0374892  -0.0336527 7.83981e-05
         463   -0.037514   -0.033661 7.86711e-05
         464  -0.0375412  -0.0336694 7.89448e-05
         465  -0.0375661  -0.0336777 7.92185e-05
         466  -0.0375935  -0.0336862 7.94929e-05
         467  -0.0376209  -0.0336946  7.9768e-05
         468  -0.0376461   -0.033703 8.00431e-05
         469  -0.0376713  -0.0337115 8.03184e-05
         470  -0.0376989    -0.03372 8.05944e-05
         471  -0.0377267  -0.0337285  8.0871e-05
         472  -0.0377545   -0.033737 8.11482e-05
         473  -0.0377824  -0.0337456 8.14261e-05
         474  -0.0378057  -0.0337541 8.17036e-05
         475  -0.0378314  -0.0337627 8.19813e-05
         476  -0.0378572  -0.0337713 8.22591e-05
         477   -0.037883  -0.0337799  8.2537e-05
         478  -0.0379113  -0.0337886 8.28157e-05
         479  -0.0379421  -0.0337972 8.30955e-05
         480  -0.0379682  -0.0338059 8.33755e-05
         481  -0.0379944  -0.0338146 8.36557e-05
         482  -0.0380207  -0.0338234  8.3936e-05
         483   -0.038047  -0.0338321 8.42165e-05
         484  -0.0380758  -0.0338409 8.44977e-05
         485  -0.0381023  -0.0338497  8.4779e-05
         486  -0.0381289  -0.0338585 8.50606e-05
         487  -0.0381532  -0.0338673 8.53418e-05
         488  -0.0381823  -0.0338761 8.56238e-05
         489  -0.0382115   -0.033885 8.59065e-05
         490  -0.0382384  -0.0338939 8.61894e-05
         491  -0.0382654  -0.0339028 8.64725e-05
         492  -0.0382925  -0.0339117 8.67558e-05
         493  -0.0383196  -0.0339206 8.70393e-05
         494  -0.0383492  -0.0339296 8.73236e-05
         495  -0.0383766  -0.0339386  8.7608e-05
         496   -0.038404  -0.0339476 8.78928e-05
         497  -0.0384338  -0.0339566 8.81782e-05
         498   -0.038459  -0.0339657 8.84634e-05
         499  -0.0384866  -0.0339747 8.87489e-05
         500  -0.0385144  -0.0339838 8.90346e-05
         501  -0.0385422  -0.0339929 8.93206e-05
         502  -0.0385701   -0.034002 8.96068e-05
         503  -0.0385981  -0.0340112 8.98933e-05
         504  -0.0386261  -0.0340203 9.01801e-05
         505  -0.0386543  -0.0340295 9.04672e-05
         506  -0.0386848  -0.0340387  9.0755e-05
         507  -0.0387132  -0.0340479 9.10431e-05
         508  -0.0387415  -0.0340571 9.13315e-05
         509  -0.0387748  -0.0340664 9.16212e-05
         510  -0.0388033  -0.0340757 9.19111e-05
         511  -0.0388343   -0.034085 9.22018e-05
         512  -0.0388655  -0.0340944 9.24932e-05
         513   -0.038899  -0.0341037 9.27859e-05
         514  -0.0389303  -0.0341131 9.30794e-05
         515  -0.0389593  -0.0341225 9.33731e-05
         516  -0.0389884   -0.034132 9.36671e-05
         517  -0.0390199  -0.0341414 9.39618e-05
         518  -0.0390539  -0.0341509 9.42578e-05
         519  -0.0390832  -0.0341604 9.45541e-05
         520  -0.0391127  -0.0341699 9.48507e-05
         521  -0.0391422  -0.0341795 9.51475e-05
         522  -0.0391742   -0.034189 9.54452e-05
         523  -0.0392086  -0.0341986  9.5744e-05
         524  -0.0392384  -0.0342082 9.60431e-05
         525  -0.0392706  -0.0342179  9.6343e-05
         526  -0.0393029  -0.0342276 9.66437e-05
         527   -0.039333  -0.0342372 9.69446e-05
         528  -0.0393631  -0.0342469 9.72459e-05
         529  -0.0393933  -0.0342567 9.75475e-05
         530  -0.0394236  -0.0342664 9.78494e-05
         531  -0.0394564  -0.0342762  9.8152e-05
         532  -0.0394868   -0.034286  9.8455e-05
         533  -0.0395151  -0.0342958 9.87579e-05
         534  -0.0395457  -0.0343056 9.90611e-05
         535  -0.0395765  -0.0343155 9.93646e-05
         536  -0.0396073  -0.0343254 9.96685e-05
         537   -0.039643  -0.0343353 9.99736e-05
         538  -0.0396811  -0.0343452  0.00010028
         539  -0.0397122  -0.0343552 0.000100587
         540  -0.0397434  -0.0343651 0.000100895
         541  -0.0397747  -0.0343751 0.000101203
         542  -0.0398061  -0.0343852 0.000101511
         543  -0.0398376  -0.0343952 0.000101819
         544  -0.0398692  -0.0344053 0.000102128
         545  -0.0399008  -0.0344153 0.000102437
         546  -0.0399326  -0.0344254 0.000102747
         547  -0.0399644  -0.0344356 0.000103057
         548  -0.0399987  -0.0344457 0.000103368
         549  -0.0400308  -0.0344559 0.000103679
         550  -0.0400629  -0.0344661  0.00010399
         551  -0.0400951  -0.0344763 0.000104302
         552  -0.0401274  -0.0344865 0.000104614
         553  -0.0401622  -0.0344968 0.000104927
         554  -0.0401923  -0.0345071  0.00010524
         555  -0.0402249  -0.0345174 0.000105554
         556    -0.04026  -0.0345277 0.000105868
         557  -0.0402951  -0.0345381 0.000106183
         558   -0.040328  -0.0345485 0.000106499
         559   -0.040361  -0.0345589 0.000106815
         560  -0.0403964  -0.0345693 0.000107131
         561  -0.0404296  -0.0345797 0.000107448
         562  -0.0404652  -0.0345902 0.000107766
         563  -0.0404962  -0.0346007 0.000108084
         564  -0.0405297  -0.0346112 0.000108403
